text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.968153,0.625806,0.180645,0.090323,"[21.4654, 16.1361, 16.5446, 13.5671, 12.0896]"
1,5,0.967914,0.603261,0.173913,0.086957,"[32.0311, 20.7761, 12.4125, 9.7487, 8.9501]"
2,5,0.958333,0.624242,0.187879,0.066667,"[32.0311, 18.4043, 12.185, 12.963, 9.7949]"
3,5,0.956044,0.647727,0.1875,0.085227,"[21.4654, 14.1486, 13.6807, 12.0274, 9.2881]"
4,5,0.968553,0.696203,0.164557,0.101266,"[20.6184, 15.0458, 10.0685, 9.3553, 9.9993]"
5,5,0.95,0.661017,0.175141,0.096045,"[20.2335, 11.9312, 9.9108, 9.7417, 8.5707]"
6,5,0.97093,0.633721,0.174419,0.098837,"[32.0311, 12.1597, 9.6321, 9.8604, 9.2672]"
7,5,0.951087,0.679558,0.176796,0.093923,"[21.1019, 15.4557, 14.5687, 13.9396, 11.2502]"
8,5,0.912281,0.60355,0.201183,0.059172,"[16.9483, 9.0555, 8.1773, 7.1848, 7.6585]"
9,5,0.968354,0.620253,0.164557,0.088608,"[32.0311, 12.7476, 12.8117, 11.1411, 10.1696]"
10,5,0.967949,0.700637,0.178344,0.076433,"[32.0311, 19.4415, 12.371, 10.5379, 9.9171]"
11,5,0.955414,0.620253,0.177215,0.063291,"[32.0311, 10.8659, 8.703, 8.1731, 8.1291]"
12,5,0.932515,0.652174,0.173913,0.068323,"[20.2335, 13.0882, 8.6275, 9.3066, 8.7719]"
13,5,0.91573,0.590909,0.176136,0.085227,"[18.6232, 11.6842, 9.5437, 7.3752, 7.1125]"
14,5,0.965986,0.632653,0.176871,0.088435,"[21.4654, 14.5204, 11.8293, 9.9202, 9.3264]"
15,5,0.974684,0.66242,0.171975,0.082803,"[32.0311, 14.6127, 10.6669, 10.9539, 10.593]"
16,5,0.965035,0.690141,0.161972,0.091549,"[21.4654, 21.0842, 12.7928, 10.8045, 11.0895]"
17,5,0.955414,0.666667,0.211538,0.096154,"[32.0311, 13.5422, 11.172, 10.9286, 10.3841]"
18,5,0.969512,0.641975,0.216049,0.092593,"[21.4654, 19.0053, 15.0583, 11.3486, 9.7655]"
19,5,0.953488,0.641618,0.179191,0.098266,"[16.9483, 10.733, 9.2503, 8.7324, 8.9344]"
20,5,0.958824,0.668639,0.153846,0.094675,"[20.6447, 10.226, 8.4951, 9.0413, 8.5045]"
21,5,0.975155,0.6375,0.1625,0.09375,"[21.4654, 14.8125, 12.3517, 10.6536, 8.2696]"
22,5,0.970588,0.684211,0.172932,0.082707,"[21.4654, 20.6607, 13.6492, 11.5082, 10.3443]"
23,5,0.971591,0.630682,0.147727,0.079545,"[21.4654, 14.6768, 10.3104, 11.4139, 9.4246]"
24,5,0.977011,0.67052,0.179191,0.086705,"[32.0311, 23.4845, 18.3518, 14.3772, 12.1585]"
25,5,0.952941,0.627219,0.136095,0.08284,"[21.4654, 11.9834, 9.9088, 10.0462, 8.7987]"
26,5,0.96875,0.670807,0.167702,0.074534,"[13.9238, 10.0621, 9.3632, 8.1256, 8.7446]"
27,5,0.958084,0.654545,0.187879,0.072727,"[21.4654, 14.1617, 11.7535, 11.1773, 9.1556]"
28,5,0.96875,0.66875,0.15625,0.1,"[21.4654, 18.8233, 17.7721, 13.4365, 10.8818]"
29,5,0.993902,0.652174,0.15528,0.086957,"[21.4654, 22.1633, 14.901, 11.9678, 10.5616]"
