text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.974026,0.632911,0.164557,0.050633,"[36.757, 23.2816, 15.8269, 13.7184, 12.489]"
1,5,0.992481,0.757576,0.19697,0.068182,"[44.0696, 40.6331, 19.7371, 16.5847, 17.4027]"
2,5,0.984733,0.766917,0.172932,0.082707,"[44.0696, 34.3737, 22.184, 20.4829, 17.9602]"
3,5,0.986577,0.668919,0.175676,0.074324,"[44.0696, 33.3286, 18.5738, 15.1656, 13.5427]"
4,5,0.992806,0.678571,0.192857,0.078571,"[36.757, 19.6831, 15.2102, 12.1, 13.3498]"
5,5,0.986928,0.673203,0.176471,0.084967,"[44.0696, 28.4709, 15.0697, 13.9152, 11.8608]"
6,5,0.979021,0.646259,0.176871,0.068027,"[36.757, 22.3479, 9.8342, 8.237, 8.2051]"
7,5,0.979021,0.657143,0.185714,0.071429,"[44.0696, 34.3737, 28.675, 19.2543, 15.6367]"
8,5,0.979021,0.691781,0.164384,0.082192,"[44.0696, 33.7316, 18.0623, 15.0985, 11.9706]"
9,5,0.986301,0.697987,0.154362,0.080537,"[44.0696, 21.001, 18.8775, 16.6967, 13.6974]"
10,5,0.974684,0.645963,0.136646,0.080745,"[36.757, 22.3534, 15.2547, 11.4741, 9.7435]"
11,5,0.97037,0.686131,0.211679,0.080292,"[36.757, 16.2622, 17.8122, 13.5367, 11.5341]"
12,5,0.985401,0.685714,0.207143,0.078571,"[36.757, 18.7555, 15.7357, 12.2165, 11.0788]"
13,5,0.993377,0.668831,0.162338,0.064935,"[36.757, 26.6962, 17.5275, 14.6786, 11.5207]"
14,5,0.987097,0.658228,0.189873,0.082278,"[36.757, 23.6265, 13.9017, 12.6476, 9.8844]"
15,5,0.971831,0.641379,0.144828,0.103448,"[44.0696, 17.1837, 16.6985, 11.6595, 9.3518]"
16,5,0.978571,0.699301,0.174825,0.076923,"[44.0696, 26.9551, 17.8158, 15.003, 15.1813]"
17,5,0.992537,0.710145,0.15942,0.094203,"[36.757, 23.551, 15.5252, 11.9556, 10.9482]"
18,5,0.993377,0.635762,0.139073,0.086093,"[36.757, 22.0215, 13.7403, 12.8206, 10.3439]"
19,5,0.992647,0.764706,0.191176,0.073529,"[44.0696, 21.1991, 16.4664, 12.796, 12.8105]"
20,5,0.993243,0.693333,0.166667,0.046667,"[44.0696, 18.8894, 13.3818, 10.8295, 9.5007]"
21,5,0.992857,0.742857,0.2,0.042857,"[44.0696, 27.7774, 18.1853, 15.9777, 12.6156]"
22,5,0.984375,0.669231,0.215385,0.053846,"[36.757, 24.7983, 12.4271, 11.5889, 10.0146]"
23,5,0.961039,0.641026,0.173077,0.070513,"[44.0696, 21.7124, 14.7615, 15.6119, 12.0705]"
24,5,0.977444,0.713235,0.132353,0.095588,"[44.0696, 25.8942, 17.549, 13.5607, 12.5378]"
25,5,1.0,0.705036,0.151079,0.107914,"[44.0696, 29.8059, 25.1792, 17.4344, 15.6759]"
26,5,0.985612,0.685714,0.135714,0.064286,"[44.0696, 30.5154, 16.9905, 13.5236, 12.6122]"
27,5,0.965517,0.680272,0.22449,0.088435,"[36.757, 29.0482, 14.2666, 11.4159, 10.3777]"
28,5,1.0,0.715385,0.123077,0.1,"[44.0696, 28.1259, 21.4344, 13.1581, 10.2756]"
29,5,0.984496,0.688889,0.177778,0.074074,"[36.757, 26.1396, 13.6735, 11.5271, 10.636]"
