id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome. This achievement set a favorable tone, signaling the player’s significant impact on the match. However, this positive momentum was partially offset by the relatively low number of corner kicks, which slightly diminished the likelihood of the award, suggesting that the team may have created fewer attacking opportunities from set pieces. Despite this, the player’s four off-target attempts contributed modestly to the prediction, indicating an active offensive presence even if not all shots were on target. Meanwhile, the total number of passes and the percentage of ball possession had minimal negative effects, implying that while the team did not dominate possession or passing, these factors were not decisive. Altogether, the model recognized that the player’s goal-scoring performance outweighed the less influential aspects, ultimately tipping the prediction in favor of receiving the award.","Altogether, the model recognized that the player’s goal-scoring performance outweighed the less influential aspects, ultimately tipping the prediction in favor of receiving the award. Meanwhile, the total number of passes and the percentage of ball possession had minimal negative effects, implying that while the team did not dominate possession or passing, these factors were not decisive. Despite this, the player’s four off-target attempts contributed modestly to the prediction, indicating an active offensive presence even if not all shots were on target. However, this positive momentum was partially offset by the relatively low number of corner kicks, which slightly diminished the likelihood of the award, suggesting that the team may have created fewer attacking opportunities from set pieces. This achievement set a favorable tone, signaling the player’s significant impact on the match. The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome.","Despite this, the player’s four off-target attempts contributed modestly to the prediction, indicating an active offensive presence even if not all shots were on target. This achievement set a favorable tone, signaling the player’s significant impact on the match. However, this positive momentum was partially offset by the relatively low number of corner kicks, which slightly diminished the likelihood of the award, suggesting that the team may have created fewer attacking opportunities from set pieces. Meanwhile, the total number of passes and the percentage of ball possession had minimal negative effects, implying that while the team did not dominate possession or passing, these factors were not decisive. The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome. Altogether, the model recognized that the player’s goal-scoring performance outweighed the less influential aspects, ultimately tipping the prediction in favor of receiving the award.",6,8.09,11.63,11.25,3.54,3.16,1.44,1.39,9.43,1.38,8.25,12.42,-1.688,11.53,3.03,15.56,8.09,-6.8782,22.93,13.74,51.76,11.63,-7.564,24.12,13.89,49.66,11.25
1,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome. Although the team only managed to win two corner kicks, this slightly reduced the likelihood of the award, as did the relatively low number of passes and limited ball possession, both of which subtly detracted from the prediction. Nevertheless, the player’s five off-target attempts contributed a modest positive effect, suggesting an active offensive presence. Altogether, the decisive impact of scoring a goal outweighed the negative effects of limited possession and corners, ultimately tipping the prediction in favor of the player receiving the accolade.","Altogether, the decisive impact of scoring a goal outweighed the negative effects of limited possession and corners, ultimately tipping the prediction in favor of the player receiving the accolade. Nevertheless, the player’s five off-target attempts contributed a modest positive effect, suggesting an active offensive presence. Although the team only managed to win two corner kicks, this slightly reduced the likelihood of the award, as did the relatively low number of passes and limited ball possession, both of which subtly detracted from the prediction. The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome.","Nevertheless, the player’s five off-target attempts contributed a modest positive effect, suggesting an active offensive presence. Although the team only managed to win two corner kicks, this slightly reduced the likelihood of the award, as did the relatively low number of passes and limited ball possession, both of which subtly detracted from the prediction. Altogether, the decisive impact of scoring a goal outweighed the negative effects of limited possession and corners, ultimately tipping the prediction in favor of the player receiving the accolade. The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome.",4,9.87,13.16,14.48,3.29,4.61,1.33,1.47,13.51,3.08,9.9,18.39,-1.9613,12.83,2.31,16.36,9.87,-10.5802,28.46,12.31,41.97,13.16,-49.996,63.12,65.56,175.59,14.48
2,"The model’s prediction that the team’s player would not receive the 'Man of the Match' award unfolds as a result of several interacting factors. At the outset, the fact that the team managed to score a goal played a positive role, nudging the prediction slightly in favor of the award. However, this initial advantage was soon counteracted by the relatively high number of corner kicks, which the model interpreted as a sign of missed opportunities, thereby diminishing the likelihood of the award. As the match progressed, the team’s five off-target attempts contributed a modest positive influence, suggesting some offensive activity, but this was not enough to outweigh the negative signals. Meanwhile, the sheer volume of passes and the nearly even ball possession percentage exerted minimal, slightly negative effects, indicating that while the team maintained control and circulated the ball, these efforts did not translate into decisive moments that typically sway the award decision. Ultimately, the interplay of these factors—where the positive impact of scoring was overshadowed by missed chances and unremarkable possession—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.'","Ultimately, the interplay of these factors—where the positive impact of scoring was overshadowed by missed chances and unremarkable possession—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.' Meanwhile, the sheer volume of passes and the nearly even ball possession percentage exerted minimal, slightly negative effects, indicating that while the team maintained control and circulated the ball, these efforts did not translate into decisive moments that typically sway the award decision. As the match progressed, the team’s five off-target attempts contributed a modest positive influence, suggesting some offensive activity, but this was not enough to outweigh the negative signals. However, this initial advantage was soon counteracted by the relatively high number of corner kicks, which the model interpreted as a sign of missed opportunities, thereby diminishing the likelihood of the award. At the outset, the fact that the team managed to score a goal played a positive role, nudging the prediction slightly in favor of the award. The model’s prediction that the team’s player would not receive the 'Man of the Match' award unfolds as a result of several interacting factors.","As the match progressed, the team’s five off-target attempts contributed a modest positive influence, suggesting some offensive activity, but this was not enough to outweigh the negative signals. At the outset, the fact that the team managed to score a goal played a positive role, nudging the prediction slightly in favor of the award. However, this initial advantage was soon counteracted by the relatively high number of corner kicks, which the model interpreted as a sign of missed opportunities, thereby diminishing the likelihood of the award. Meanwhile, the sheer volume of passes and the nearly even ball possession percentage exerted minimal, slightly negative effects, indicating that while the team maintained control and circulated the ball, these efforts did not translate into decisive moments that typically sway the award decision. The model’s prediction that the team’s player would not receive the 'Man of the Match' award unfolds as a result of several interacting factors. Ultimately, the interplay of these factors—where the positive impact of scoring was overshadowed by missed chances and unremarkable possession—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.'",6,8.34,12.52,10.27,4.18,1.93,1.5,1.23,9.89,1.22,8.18,11.27,-5.0403,16.42,10.52,38.8,8.34,-2.9931,17.52,4.32,24.43,12.52,-7.8958,22.77,16.31,57.49,10.27
3,"At the heart of the model’s prediction lies the interplay between the team’s offensive achievements and their overall gameplay dynamics. The fact that the team managed to score a goal stands out as the most influential factor, substantially increasing the likelihood that one of its players would be awarded 'Man of the Match.' This decisive action on the field set a positive tone for the prediction. However, this momentum was somewhat tempered by the team’s limited number of corner kicks, which subtly diminished their chances, suggesting that opportunities to create additional scoring threats were scarce. Meanwhile, the high number of off-target attempts contributed modestly in favor of the prediction, indicating an active attacking presence, even if not always precise. In contrast, the relatively low total number of passes and a modest ball possession percentage exerted slight downward pressure on the outcome, hinting at a less dominant control of the game. Altogether, while the team’s goal-scoring prowess propelled the prediction forward, the lack of sustained possession and set-piece opportunities gently pulled it back, resulting in a nuanced assessment of their likelihood to secure the 'Man of the Match' accolade.","Altogether, while the team’s goal-scoring prowess propelled the prediction forward, the lack of sustained possession and set-piece opportunities gently pulled it back, resulting in a nuanced assessment of their likelihood to secure the 'Man of the Match' accolade. In contrast, the relatively low total number of passes and a modest ball possession percentage exerted slight downward pressure on the outcome, hinting at a less dominant control of the game. Meanwhile, the high number of off-target attempts contributed modestly in favor of the prediction, indicating an active attacking presence, even if not always precise. However, this momentum was somewhat tempered by the team’s limited number of corner kicks, which subtly diminished their chances, suggesting that opportunities to create additional scoring threats were scarce. The fact that the team managed to score a goal stands out as the most influential factor, substantially increasing the likelihood that one of its players would be awarded 'Man of the Match.' This decisive action on the field set a positive tone for the prediction. At the heart of the model’s prediction lies the interplay between the team’s offensive achievements and their overall gameplay dynamics.","Meanwhile, the high number of off-target attempts contributed modestly in favor of the prediction, indicating an active attacking presence, even if not always precise. The fact that the team managed to score a goal stands out as the most influential factor, substantially increasing the likelihood that one of its players would be awarded 'Man of the Match.' This decisive action on the field set a positive tone for the prediction. However, this momentum was somewhat tempered by the team’s limited number of corner kicks, which subtly diminished their chances, suggesting that opportunities to create additional scoring threats were scarce. In contrast, the relatively low total number of passes and a modest ball possession percentage exerted slight downward pressure on the outcome, hinting at a less dominant control of the game. At the heart of the model’s prediction lies the interplay between the team’s offensive achievements and their overall gameplay dynamics. Altogether, while the team’s goal-scoring prowess propelled the prediction forward, the lack of sustained possession and set-piece opportunities gently pulled it back, resulting in a nuanced assessment of their likelihood to secure the 'Man of the Match' accolade.",6,8.22,9.45,10.43,1.23,2.21,1.15,1.27,9.66,1.15,8.54,12.01,-4.4574,15.9,9.03,35.21,8.22,-3.3648,15.12,6.39,28.15,9.45,-12.679,29.0,28.06,90.79,10.43
4,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily anchored in the fact that the team failed to score any goals. This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. Although the team maintained a commanding 64% ball possession, which slightly bolstered their chances, this advantage was not sufficient to counterbalance the impact of their goalless performance. As the match unfolded, the team managed to secure five corner kicks and attempted six shots off-target, both of which contributed modestly in favor of the prediction. However, these positive effects were marginal. Furthermore, the team’s high number of passes, totaling 433, paradoxically exerted a slight negative effect, perhaps suggesting a style of play that prioritized possession over decisive attacking moves. Ultimately, the interplay of these factors—most notably the lack of goals—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.'","Ultimately, the interplay of these factors—most notably the lack of goals—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.' Furthermore, the team’s high number of passes, totaling 433, paradoxically exerted a slight negative effect, perhaps suggesting a style of play that prioritized possession over decisive attacking moves. However, these positive effects were marginal. As the match unfolded, the team managed to secure five corner kicks and attempted six shots off-target, both of which contributed modestly in favor of the prediction. Although the team maintained a commanding 64% ball possession, which slightly bolstered their chances, this advantage was not sufficient to counterbalance the impact of their goalless performance. This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily anchored in the fact that the team failed to score any goals.","This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. As the match unfolded, the team managed to secure five corner kicks and attempted six shots off-target, both of which contributed modestly in favor of the prediction. However, these positive effects were marginal. Although the team maintained a commanding 64% ball possession, which slightly bolstered their chances, this advantage was not sufficient to counterbalance the impact of their goalless performance. Ultimately, the interplay of these factors—most notably the lack of goals—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.' At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily anchored in the fact that the team failed to score any goals. Furthermore, the team’s high number of passes, totaling 433, paradoxically exerted a slight negative effect, perhaps suggesting a style of play that prioritized possession over decisive attacking moves.",7,7.68,10.43,10.36,2.75,2.68,1.36,1.35,8.92,1.31,7.38,11.7,-1.7236,11.87,3.99,20.66,7.68,-2.3508,16.39,4.19,20.63,10.43,-8.2525,26.38,18.57,66.4,10.36
5,"At the outset, the model considered the team's inability to score any goals as the most influential factor, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award. This lack of goals set the stage for a negative prediction, as scoring is often a decisive element in such recognitions. Although the team managed to earn seven corner kicks and attempted several off-target shots, these efforts only marginally increased the chances, suggesting that while offensive activity was present, it lacked the decisive impact of actual goals. Meanwhile, the team's high number of passes and nearly balanced ball possession percentage contributed slightly against the prediction, indicating that maintaining control and distributing the ball, though important, did not compensate for the absence of goals. Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the failure to score overshadowed all other contributions, resulting in a prediction that the team would not receive the 'Man of the Match' award for its player.","Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the failure to score overshadowed all other contributions, resulting in a prediction that the team would not receive the 'Man of the Match' award for its player. Meanwhile, the team's high number of passes and nearly balanced ball possession percentage contributed slightly against the prediction, indicating that maintaining control and distributing the ball, though important, did not compensate for the absence of goals. Although the team managed to earn seven corner kicks and attempted several off-target shots, these efforts only marginally increased the chances, suggesting that while offensive activity was present, it lacked the decisive impact of actual goals. This lack of goals set the stage for a negative prediction, as scoring is often a decisive element in such recognitions. At the outset, the model considered the team's inability to score any goals as the most influential factor, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.","Meanwhile, the team's high number of passes and nearly balanced ball possession percentage contributed slightly against the prediction, indicating that maintaining control and distributing the ball, though important, did not compensate for the absence of goals. This lack of goals set the stage for a negative prediction, as scoring is often a decisive element in such recognitions. Although the team managed to earn seven corner kicks and attempted several off-target shots, these efforts only marginally increased the chances, suggesting that while offensive activity was present, it lacked the decisive impact of actual goals. Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the failure to score overshadowed all other contributions, resulting in a prediction that the team would not receive the 'Man of the Match' award for its player. At the outset, the model considered the team's inability to score any goals as the most influential factor, which significantly reduced the likelihood of a player receiving the 'Man of the Match' award.",5,9.18,11.87,11.85,2.69,2.68,1.29,1.29,11.01,2.01,9.24,14.4,-1.7849,13.25,2.58,17.08,9.18,-2.9725,17.49,4.27,24.26,11.87,-8.6251,26.1,12.39,44.91,11.85
6,"At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award. This lack of goals set the stage for a negative prediction, as scoring is often a key driver of individual recognition. Although the team managed to earn five corner kicks and attempted five shots that missed the target, these efforts only slightly nudged the prediction upward, suggesting that while offensive activity was present, it was not impactful enough to outweigh the absence of goals. Meanwhile, the team's total of 467 passes and a ball possession rate of 44% exerted a modest downward influence, indicating that maintaining possession and circulating the ball did not compensate for the lack of decisive moments. Ultimately, the interplay of these factors led the model to conclude that, despite some offensive initiatives, the team's performance lacked the standout achievements typically required for a player to be named 'Man of the Match.'","Ultimately, the interplay of these factors led the model to conclude that, despite some offensive initiatives, the team's performance lacked the standout achievements typically required for a player to be named 'Man of the Match.' Meanwhile, the team's total of 467 passes and a ball possession rate of 44% exerted a modest downward influence, indicating that maintaining possession and circulating the ball did not compensate for the lack of decisive moments. Although the team managed to earn five corner kicks and attempted five shots that missed the target, these efforts only slightly nudged the prediction upward, suggesting that while offensive activity was present, it was not impactful enough to outweigh the absence of goals. This lack of goals set the stage for a negative prediction, as scoring is often a key driver of individual recognition. At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.","Meanwhile, the team's total of 467 passes and a ball possession rate of 44% exerted a modest downward influence, indicating that maintaining possession and circulating the ball did not compensate for the lack of decisive moments. This lack of goals set the stage for a negative prediction, as scoring is often a key driver of individual recognition. Although the team managed to earn five corner kicks and attempted five shots that missed the target, these efforts only slightly nudged the prediction upward, suggesting that while offensive activity was present, it was not impactful enough to outweigh the absence of goals. Ultimately, the interplay of these factors led the model to conclude that, despite some offensive initiatives, the team's performance lacked the standout achievements typically required for a player to be named 'Man of the Match.' At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.",5,8.51,11.38,11.12,2.87,2.61,1.34,1.31,10.04,0.87,8.99,11.16,-2.592,12.96,3.75,19.06,8.51,-3.209,15.69,3.8,21.78,11.38,-6.5848,22.32,9.76,34.24,11.12
7,"At the outset, the model considered the team's performance across several key metrics to determine the likelihood of a player receiving the 'Man of the Match' award. The most influential factor proved to be the single goal scored, which substantially increased the probability of the award, as scoring is often a decisive contribution in football matches. However, this positive impact was partially offset by the relatively low number of corner kicks, which suggested fewer attacking opportunities and thus slightly diminished the team's overall influence on the game. As the analysis progressed, the model also noted that while the team attempted several shots that missed the target, these off-target efforts still contributed modestly to the prediction, reflecting an active offensive presence. In contrast, the high number of passes and the limited ball possession percentage exerted minimal negative effects, indicating that although the team maintained some control and circulation of the ball, these aspects were not as pivotal in swaying the outcome. Ultimately, the interplay of these features led the model to its final prediction, with the goal scored standing out as the primary driver behind the decision.","Ultimately, the interplay of these features led the model to its final prediction, with the goal scored standing out as the primary driver behind the decision. In contrast, the high number of passes and the limited ball possession percentage exerted minimal negative effects, indicating that although the team maintained some control and circulation of the ball, these aspects were not as pivotal in swaying the outcome. As the analysis progressed, the model also noted that while the team attempted several shots that missed the target, these off-target efforts still contributed modestly to the prediction, reflecting an active offensive presence. However, this positive impact was partially offset by the relatively low number of corner kicks, which suggested fewer attacking opportunities and thus slightly diminished the team's overall influence on the game. The most influential factor proved to be the single goal scored, which substantially increased the probability of the award, as scoring is often a decisive contribution in football matches. At the outset, the model considered the team's performance across several key metrics to determine the likelihood of a player receiving the 'Man of the Match' award.","As the analysis progressed, the model also noted that while the team attempted several shots that missed the target, these off-target efforts still contributed modestly to the prediction, reflecting an active offensive presence. The most influential factor proved to be the single goal scored, which substantially increased the probability of the award, as scoring is often a decisive contribution in football matches. However, this positive impact was partially offset by the relatively low number of corner kicks, which suggested fewer attacking opportunities and thus slightly diminished the team's overall influence on the game. In contrast, the high number of passes and the limited ball possession percentage exerted minimal negative effects, indicating that although the team maintained some control and circulation of the ball, these aspects were not as pivotal in swaying the outcome. At the outset, the model considered the team's performance across several key metrics to determine the likelihood of a player receiving the 'Man of the Match' award. Ultimately, the interplay of these features led the model to its final prediction, with the goal scored standing out as the primary driver behind the decision.",6,9.88,10.79,10.95,0.91,1.06,1.09,1.11,11.19,0.79,10.16,12.68,-1.6021,13.17,2.82,18.25,9.88,-5.2401,18.83,10.95,42.45,10.79,-7.5029,23.06,14.25,51.48,10.95
8,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily shaped by the fact that the team failed to score any goals. This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. Although the team demonstrated commendable ball movement, as reflected in their high number of passes, this positive contribution was not sufficient to counterbalance the impact of not scoring. As the match unfolded, the team also managed to secure several corner kicks and attempted shots off-target, both of which provided only modest boosts to their chances. However, these efforts were ultimately overshadowed by the lack of goals. Interestingly, even though the team maintained a higher percentage of ball possession, this factor slightly detracted from their prospects, perhaps suggesting that possession alone, without effective outcomes, does not sway the model’s judgment. In summary, the interplay of these features led the model to conclude that, despite some positive aspects of the team’s performance, the decisive factor was their inability to score, which ultimately drove the prediction against awarding 'Man of the Match' to their player.","In summary, the interplay of these features led the model to conclude that, despite some positive aspects of the team’s performance, the decisive factor was their inability to score, which ultimately drove the prediction against awarding 'Man of the Match' to their player. Interestingly, even though the team maintained a higher percentage of ball possession, this factor slightly detracted from their prospects, perhaps suggesting that possession alone, without effective outcomes, does not sway the model’s judgment. However, these efforts were ultimately overshadowed by the lack of goals. As the match unfolded, the team also managed to secure several corner kicks and attempted shots off-target, both of which provided only modest boosts to their chances. Although the team demonstrated commendable ball movement, as reflected in their high number of passes, this positive contribution was not sufficient to counterbalance the impact of not scoring. This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily shaped by the fact that the team failed to score any goals.","This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade. As the match unfolded, the team also managed to secure several corner kicks and attempted shots off-target, both of which provided only modest boosts to their chances. However, these efforts were ultimately overshadowed by the lack of goals. Although the team demonstrated commendable ball movement, as reflected in their high number of passes, this positive contribution was not sufficient to counterbalance the impact of not scoring. In summary, the interplay of these features led the model to conclude that, despite some positive aspects of the team’s performance, the decisive factor was their inability to score, which ultimately drove the prediction against awarding 'Man of the Match' to their player. At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily shaped by the fact that the team failed to score any goals. Interestingly, even though the team maintained a higher percentage of ball possession, this factor slightly detracted from their prospects, perhaps suggesting that possession alone, without effective outcomes, does not sway the model’s judgment.",7,7.47,9.7,9.36,2.23,1.89,1.3,1.25,8.53,0.93,7.54,10.59,-1.6591,11.31,3.79,19.66,7.47,-2.2601,15.37,4.86,25.55,9.7,-8.1602,23.56,19.21,66.4,9.36
9,"At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award. This lack of goals set the stage for the prediction, as scoring is often a key driver for individual recognition. Although the team managed to secure seven corner kicks and attempted four shots that missed the target, these efforts only slightly nudged the prediction in a positive direction, suggesting that offensive activity alone was insufficient to outweigh the absence of goals. Meanwhile, the team's relatively high number of passes and a modest edge in ball possession contributed marginally to lowering the probability, indicating that control and distribution of the ball did not compensate for the lack of decisive moments. Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the absence of goals was the dominant cause behind the prediction that the team would not receive the 'Man of the Match' award.","Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the absence of goals was the dominant cause behind the prediction that the team would not receive the 'Man of the Match' award. Meanwhile, the team's relatively high number of passes and a modest edge in ball possession contributed marginally to lowering the probability, indicating that control and distribution of the ball did not compensate for the lack of decisive moments. Although the team managed to secure seven corner kicks and attempted four shots that missed the target, these efforts only slightly nudged the prediction in a positive direction, suggesting that offensive activity alone was insufficient to outweigh the absence of goals. This lack of goals set the stage for the prediction, as scoring is often a key driver for individual recognition. At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.","Meanwhile, the team's relatively high number of passes and a modest edge in ball possession contributed marginally to lowering the probability, indicating that control and distribution of the ball did not compensate for the lack of decisive moments. This lack of goals set the stage for the prediction, as scoring is often a key driver for individual recognition. Although the team managed to secure seven corner kicks and attempted four shots that missed the target, these efforts only slightly nudged the prediction in a positive direction, suggesting that offensive activity alone was insufficient to outweigh the absence of goals. Ultimately, the interplay of these factors led the model to conclude that, despite some positive aspects of play, the absence of goals was the dominant cause behind the prediction that the team would not receive the 'Man of the Match' award. At the outset, the model considered the team's inability to score any goals as the most decisive factor, which substantially reduced the likelihood of a player receiving the 'Man of the Match' award.",5,8.21,10.99,10.52,2.77,2.31,1.34,1.28,9.6,0.93,8.54,10.73,-2.6639,13.27,3.79,19.06,8.21,-3.92,16.95,6.09,28.09,10.99,-6.7475,21.92,10.13,33.43,10.52
