text_id,num_sentences,last_sentence,ppl
0,1,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the team scored two goals, which exerted a strong positive influence on the outcome.",15.56
0,2,"This achievement set a favorable tone, signaling the player’s significant impact on the match.",15.62
0,3,"However, this positive momentum was partially offset by the relatively low number of corner kicks, which slightly diminished the likelihood of the award, suggesting that the team may have created fewer attacking opportunities from set pieces.",11.36
0,4,"Despite this, the player’s four off-target attempts contributed modestly to the prediction, indicating an active offensive presence even if not all shots were on target.",9.61
0,5,"Meanwhile, the total number of passes and the percentage of ball possession had minimal negative effects, implying that while the team did not dominate possession or passing, these factors were not decisive.",8.96
0,6,"Altogether, the model recognized that the player’s goal-scoring performance outweighed the less influential aspects, ultimately tipping the prediction in favor of receiving the award.",8.09
1,1,"The model’s prediction that the team’s player would receive the 'Man of the Match' award is primarily driven by the fact that the player scored a goal, which exerted the strongest positive influence on the outcome.",16.36
1,2,"Although the team only managed to win two corner kicks, this slightly reduced the likelihood of the award, as did the relatively low number of passes and limited ball possession, both of which subtly detracted from the prediction.",12.6
1,3,"Nevertheless, the player’s five off-target attempts contributed a modest positive effect, suggesting an active offensive presence.",12.46
1,4,"Altogether, the decisive impact of scoring a goal outweighed the negative effects of limited possession and corners, ultimately tipping the prediction in favor of the player receiving the accolade.",9.87
2,1,The model’s prediction that the team’s player would not receive the 'Man of the Match' award unfolds as a result of several interacting factors.,38.8
2,2,"At the outset, the fact that the team managed to score a goal played a positive role, nudging the prediction slightly in favor of the award.",18.74
2,3,"However, this initial advantage was soon counteracted by the relatively high number of corner kicks, which the model interpreted as a sign of missed opportunities, thereby diminishing the likelihood of the award.",11.04
2,4,"As the match progressed, the team’s five off-target attempts contributed a modest positive influence, suggesting some offensive activity, but this was not enough to outweigh the negative signals.",10.81
2,5,"Meanwhile, the sheer volume of passes and the nearly even ball possession percentage exerted minimal, slightly negative effects, indicating that while the team maintained control and circulated the ball, these efforts did not translate into decisive moments that typically sway the award decision.",10.79
2,6,"Ultimately, the interplay of these factors—where the positive impact of scoring was overshadowed by missed chances and unremarkable possession—led the model to conclude that the team’s player was unlikely to be recognized as 'Man of the Match.'",8.34
3,1,At the heart of the model’s prediction lies the interplay between the team’s offensive achievements and their overall gameplay dynamics.,35.21
3,2,"The fact that the team managed to score a goal stands out as the most influential factor, substantially increasing the likelihood that one of its players would be awarded 'Man of the Match.' This decisive action on the field set a positive tone for the prediction.",16.62
3,3,"However, this momentum was somewhat tempered by the team’s limited number of corner kicks, which subtly diminished their chances, suggesting that opportunities to create additional scoring threats were scarce.",13.21
3,4,"Meanwhile, the high number of off-target attempts contributed modestly in favor of the prediction, indicating an active attacking presence, even if not always precise.",12.16
3,5,"In contrast, the relatively low total number of passes and a modest ball possession percentage exerted slight downward pressure on the outcome, hinting at a less dominant control of the game.",9.95
3,6,"Altogether, while the team’s goal-scoring prowess propelled the prediction forward, the lack of sustained possession and set-piece opportunities gently pulled it back, resulting in a nuanced assessment of their likelihood to secure the 'Man of the Match' accolade.",8.22
4,1,"At the outset, the model’s prediction that the team’s player would not receive the 'Man of the Match' award is primarily anchored in the fact that the team failed to score any goals.",20.66
4,2,"This absence of goals exerts a strong negative influence, significantly diminishing the likelihood of earning the accolade.",13.98
4,3,"Although the team maintained a commanding 64% ball possession, which slightly bolstered their chances, this advantage was not sufficient to counterbalance the impact of their goalless performance.",10.8
4,4,"As the match unfolded, the team managed to secure five corner kicks and attempted six shots off-target, both of which contributed modestly in favor of the prediction.",9.97
4,5,"However, these positive effects were marginal.",10.49
