text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,10.112,11.5906,11.2326,11.4554,1.4786,1.1206,1.3434,0.146221,0.110817,0.132849
1,5,10.7333,12.7695,14.847,12.2724,2.0362,4.1136,1.5391,0.189708,0.383259,0.143396
2,5,9.396,10.9252,10.7461,10.7631,1.5292,1.3501,1.3671,0.162754,0.143693,0.145502
3,5,11.7454,14.542,14.3932,13.5316,2.7966,2.6478,1.7862,0.238103,0.225436,0.15208
4,5,9.558,11.5377,11.3002,11.0595,1.9797,1.7422,1.5015,0.207124,0.182277,0.157096
5,5,9.8058,12.7268,13.4206,11.7279,2.921,3.6148,1.9221,0.297887,0.368639,0.196013
6,5,9.9255,12.7005,13.3709,11.7349,2.775,3.4454,1.8094,0.279579,0.347128,0.1823
7,5,10.4998,13.8311,14.4858,12.4439,3.3313,3.986,1.9441,0.317272,0.379621,0.185153
8,5,10.878,14.2422,15.0099,12.4885,3.3642,4.1319,1.6105,0.309264,0.37984,0.148048
9,5,11.0064,14.7673,14.5811,12.4532,3.761,3.5748,1.4468,0.341711,0.324791,0.131454
10,5,8.7134,10.6403,11.7724,10.2596,1.927,3.059,1.5462,0.221148,0.351065,0.177454
11,5,9.6074,12.2215,13.5439,11.4215,2.614,3.9364,1.8141,0.272084,0.409729,0.188817
12,5,9.1738,12.5732,12.7642,10.5749,3.3994,3.5904,1.4011,0.37055,0.391372,0.152724
13,5,11.3937,13.9912,14.7391,12.9571,2.5975,3.3453,1.5634,0.227974,0.293613,0.137215
14,5,10.4051,14.4515,15.34,12.9239,4.0464,4.9349,2.5188,0.388883,0.474274,0.242072
15,5,10.0145,11.8843,12.3592,11.5659,1.8697,2.3446,1.5514,0.186699,0.234122,0.154912
16,5,12.0441,15.2552,16.1578,14.7407,3.2111,4.1136,2.6965,0.26661,0.341547,0.223888
17,5,10.5478,13.2328,14.2678,12.3214,2.685,3.72,1.7736,0.254551,0.35268,0.168145
18,5,7.6206,10.1718,11.2629,9.08,2.5511,3.6423,1.4594,0.334766,0.477951,0.191501
19,5,9.104,10.5261,10.8536,10.874,1.422,1.7495,1.77,0.156197,0.192169,0.194419
20,5,9.3782,11.9102,12.7732,11.0348,2.5321,3.395,1.6566,0.269995,0.362007,0.176647
21,5,12.2968,15.2661,16.3915,14.029,2.9693,4.0947,1.7321,0.241466,0.332987,0.140861
22,5,11.1067,13.1231,14.2363,12.7236,2.0164,3.1296,1.6169,0.181548,0.281773,0.145579
23,5,9.8743,12.1976,12.6896,11.305,2.3234,2.8154,1.4307,0.235293,0.285121,0.14489
24,5,10.9345,13.8515,14.1608,12.7884,2.917,3.2264,1.854,0.26677,0.295065,0.169554
25,5,9.3647,10.7356,10.5096,10.9448,1.3708,1.1449,1.58,0.146383,0.122253,0.168722
26,5,11.3661,14.9323,12.8824,13.0468,3.5662,1.5164,1.6807,0.313758,0.133412,0.147872
27,5,8.5317,10.6824,12.1549,9.8456,2.1507,3.6232,1.3139,0.252084,0.424673,0.154003
28,5,11.8912,13.472,12.5088,13.6351,1.5808,0.6176,1.7439,0.13294,0.051934,0.146653
29,5,13.5594,16.0631,17.0927,15.8446,2.5037,3.5333,2.2852,0.184643,0.26058,0.168531
