text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4349, 5.3531, 4.2458]"
1,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
2,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
3,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
4,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4349, 5.329, 4.229]"
5,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
6,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
7,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
8,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4349, 5.329, 4.229]"
9,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
10,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
11,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
12,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
13,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
14,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.6842, 5.5345, 4.3479]"
15,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.4788, 5.6052, 4.3812]"
16,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.5165, 4.3216]"
17,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.4788, 5.6052, 4.3812]"
18,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
19,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
20,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4349, 5.3531, 4.2458]"
21,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4349, 5.3367, 4.2539]"
22,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
23,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.4788, 5.6052, 4.3812]"
24,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.6206, 5.5832, 4.3351]"
25,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
26,5,0.611765,0.428571,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.5165, 4.3216]"
27,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3471]"
28,5,0.635294,0.440476,0.130952,0.071429,"[73.0195, 20.6464, 8.7981, 5.513, 4.3389]"
29,5,0.630952,0.433735,0.13253,0.072289,"[102.1127, 21.3258, 8.4011, 5.4725, 4.31]"
