text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,4.2458,5.3573,6.0981,5.4287,1.1114,1.8522,1.1829,0.261771,0.436249,0.278593
1,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
2,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
3,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
4,5,4.229,5.3248,6.1043,5.4086,1.0958,1.8753,1.1797,0.25912,0.443445,0.278946
5,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
6,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
7,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
8,5,4.229,5.3248,6.1043,5.4086,1.0958,1.8753,1.1797,0.25912,0.443445,0.278946
9,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
10,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
11,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
12,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
13,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
14,5,4.3479,5.2172,6.0992,5.5184,0.8693,1.7513,1.1705,0.199938,0.402799,0.269213
15,5,4.3812,5.4696,6.5303,5.4286,1.0884,2.1491,1.0474,0.248432,0.490522,0.239078
16,5,4.3216,5.2578,5.9852,5.5377,0.9362,1.6636,1.216,0.216635,0.384945,0.281385
17,5,4.3812,5.4696,6.5303,5.4286,1.0884,2.1491,1.0474,0.248432,0.490522,0.239078
18,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
19,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
20,5,4.2458,5.3573,6.0981,5.4287,1.1114,1.8522,1.1829,0.261771,0.436249,0.278593
21,5,4.2539,6.3133,5.3945,5.4767,2.0594,1.1406,1.2228,0.484115,0.268117,0.287443
22,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
23,5,4.3812,5.4696,6.5303,5.4286,1.0884,2.1491,1.0474,0.248432,0.490522,0.239078
24,5,4.3351,5.3918,6.5012,5.4262,1.0568,2.1661,1.0911,0.243771,0.499679,0.251688
25,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
26,5,4.3216,5.2578,5.9852,5.5377,0.9362,1.6636,1.216,0.216635,0.384945,0.281385
27,5,4.3471,5.2414,6.0787,5.5445,0.8943,1.7316,1.1975,0.20573,0.39834,0.275462
28,5,4.3389,5.2554,5.9868,5.5302,0.9164,1.6478,1.1913,0.211214,0.379773,0.274552
29,5,4.31,5.6075,6.6075,5.3303,1.2975,2.2975,1.0203,0.301033,0.533074,0.236722
