text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
0,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
0,2,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,12.49
0,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.25
0,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.12
0,5,"For this instance, the model predicted to have a stroke.",6.1
1,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
1,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
1,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
1,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
1,5,"For this instance, the model predicted not to have a stroke.",6.08
2,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
2,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
2,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
2,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
2,5,"For this instance, the model predicted not to have a stroke.",6.08
3,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
3,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
3,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
3,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
3,5,"For this instance, the model predicted not to have a stroke.",6.08
4,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
4,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
4,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
4,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.12
4,5,"For this instance, the model predicted to have a stroke.",6.1
5,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
5,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
5,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
5,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
5,5,"For this instance, the model predicted not to have a stroke.",6.5
6,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
6,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
6,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
6,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
6,5,"For this instance, the model predicted not to have a stroke.",6.5
7,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
7,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
7,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
7,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
7,5,"For this instance, the model predicted not to have a stroke.",6.5
8,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
8,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
8,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
8,4,Age (Age of the patient) is the most important feature and has a positive influence on the prediction.,5.12
8,5,"For this instance, the model predicted to have a stroke.",6.1
9,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
9,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
9,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
9,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
9,5,"For this instance, the model predicted not to have a stroke.",6.5
10,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
10,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
10,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
10,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
10,5,"For this instance, the model predicted not to have a stroke.",6.5
11,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
11,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
11,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
11,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
11,5,"For this instance, the model predicted not to have a stroke.",6.08
12,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
12,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
12,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.32
12,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.11
12,5,"For this instance, the model predicted not to have a stroke.",6.08
13,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
13,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
13,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
13,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
13,5,"For this instance, the model predicted not to have a stroke.",6.5
14,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
14,2,Bmi (Body Mass Index) is the third most important feature and has a positive influence on the prediction.,12.51
14,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a positive influence on the prediction.,7.27
14,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.12
14,5,"For this instance, the model predicted not to have a stroke.",6.1
15,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
15,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
15,3,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,8.36
15,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.63
15,5,"For this instance, the model predicted not to have a stroke.",6.53
16,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
16,2,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,12.49
16,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.25
16,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.05
16,5,"For this instance, the model predicted not to have a stroke.",5.99
17,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
17,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
17,3,Bmi (Body Mass Index) is the second most important feature and has a positive influence on the prediction.,8.36
17,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.63
17,5,"For this instance, the model predicted not to have a stroke.",6.53
18,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
18,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
18,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
18,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
18,5,"For this instance, the model predicted not to have a stroke.",6.5
19,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
19,2,Avg_glucose_level (Average glucose level) is the third most important feature and has a negative influence on the prediction.,16.63
19,3,Bmi (Body Mass Index) is the second most important feature and has a negative influence on the prediction.,8.34
19,4,Age (Age of the patient) is the most important feature and has a negative influence on the prediction.,5.61
19,5,"For this instance, the model predicted not to have a stroke.",6.5
20,1,Hypertension (Indicator if the patient has hypertension) is the 4th most important feature and has a negative influence on the prediction.,37.95
20,2,Bmi (Body Mass Index) is the third most important feature and has a negative influence on the prediction.,12.49
20,3,Avg_glucose_level (Average glucose level) is the second most important feature and has a negative influence on the prediction.,7.25
