text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,10.2252,11.6612,11.2078,11.3989,1.436,0.9826,1.1737,0.140439,0.096098,0.114783
1,5,10.8216,12.4347,12.7767,12.4486,1.6131,1.9552,1.627,0.149067,0.180672,0.15035
2,5,10.9383,11.7054,11.9057,12.7171,0.767,0.9673,1.7787,0.070121,0.088435,0.162612
3,5,9.0144,11.4997,11.9836,11.2274,2.4854,2.9693,2.213,0.275711,0.329392,0.2455
4,5,10.0439,14.2341,14.5515,12.5337,4.1901,4.5076,2.4898,0.417182,0.448788,0.247886
5,5,11.3186,12.7268,12.8091,13.0563,1.4082,1.4905,1.7377,0.124417,0.131683,0.153526
6,5,10.3711,11.753,11.854,11.5494,1.382,1.483,1.1784,0.133251,0.142992,0.11362
7,5,12.3415,13.8081,12.7649,13.7346,1.4666,0.4234,1.3931,0.118836,0.034309,0.112881
8,5,12.5934,14.9764,13.7969,14.3288,2.383,1.2035,1.7354,0.189228,0.095569,0.137802
9,5,9.2167,10.9727,11.4683,11.1917,1.7559,2.2516,1.975,0.190518,0.244293,0.214279
10,5,9.9525,11.7681,10.4056,11.2702,1.8156,0.4531,1.3177,0.182424,0.045524,0.132399
11,5,10.5956,11.7453,12.9146,12.2229,1.1496,2.319,1.6272,0.1085,0.218864,0.153574
12,5,9.5793,11.1978,11.8701,11.3742,1.6186,2.2908,1.7949,0.168965,0.239142,0.187376
13,5,10.2725,12.6135,12.3796,11.606,2.341,2.1071,1.3334,0.227888,0.205118,0.129806
14,5,10.9777,14.3346,12.5068,13.0329,3.3569,1.5291,2.0552,0.30579,0.139293,0.187212
15,5,12.1585,14.3787,12.8406,13.6994,2.2202,0.6821,1.5409,0.182605,0.056103,0.126735
16,5,11.8128,13.5649,14.0315,13.6948,1.7521,2.2188,1.882,0.148324,0.187829,0.159321
17,5,11.9628,13.3561,13.6399,13.3791,1.3933,1.6772,1.4163,0.116471,0.140199,0.118396
18,5,10.3123,12.4687,12.1847,12.3225,2.1565,1.8724,2.0102,0.209118,0.18157,0.194936
19,5,12.7967,14.714,13.9394,14.534,1.9173,1.1427,1.7372,0.149831,0.089295,0.135757
20,5,15.9662,17.8295,17.452,18.7612,1.8633,1.4858,2.795,0.1167,0.093059,0.175056
21,5,7.3322,9.4433,9.2919,8.8111,2.1111,1.9597,1.4789,0.287924,0.267275,0.201703
22,5,14.3055,16.0359,16.0846,17.0214,1.7304,1.7791,2.7159,0.120963,0.124367,0.189853
23,5,10.0964,11.8463,12.4347,12.278,1.7499,2.3383,2.1816,0.173319,0.231596,0.21608
24,5,9.0551,10.6825,10.5944,10.3712,1.6274,1.5393,1.3161,0.179726,0.169996,0.145346
25,5,12.1676,13.4663,13.5055,14.4157,1.2987,1.338,2.2481,0.106736,0.109961,0.18476
26,5,9.7986,12.2173,12.9176,11.3766,2.4186,3.119,1.5779,0.246834,0.318308,0.161033
27,5,12.091,14.5651,13.8945,13.3271,2.4741,1.8036,1.2362,0.204622,0.149165,0.102237
28,5,10.1862,12.7433,11.4988,11.7586,2.5571,1.3126,1.5724,0.251036,0.128861,0.15437
29,5,8.5877,9.2713,10.0358,9.9823,0.6835,1.448,1.3946,0.079593,0.168618,0.162394
