text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.970414,0.612717,0.16185,0.063584,"[12.8992, 10.0678, 10.0043, 9.4121, 8.6208]"
1,5,0.923077,0.551724,0.137931,0.063218,"[13.846, 10.7186, 8.9883, 8.1417, 7.3673]"
2,5,0.958333,0.604167,0.152778,0.069444,"[24.1804, 11.9545, 10.3592, 8.2679, 6.2733]"
3,5,0.963504,0.652174,0.152174,0.072464,"[24.1804, 12.4202, 10.5521, 9.5437, 8.44]"
4,5,0.941489,0.521053,0.157895,0.084211,"[11.7888, 10.4238, 7.887, 7.1241, 6.4528]"
5,5,0.966102,0.55618,0.140449,0.089888,"[11.1807, 7.8035, 7.8744, 6.6275, 6.1832]"
6,5,0.948864,0.564972,0.152542,0.096045,"[11.7387, 8.5939, 8.1759, 7.0407, 6.3564]"
7,5,0.968504,0.603175,0.134921,0.079365,"[30.5636, 9.465, 8.5186, 7.8531, 7.4505]"
8,5,0.945355,0.532609,0.146739,0.086957,"[9.1758, 7.1366, 6.4415, 5.9552, 5.556]"
9,5,0.921348,0.541899,0.162011,0.094972,"[11.6208, 8.8757, 7.3823, 6.8318, 6.1809]"
10,5,0.964286,0.624113,0.148936,0.078014,"[24.1804, 10.3233, 8.9436, 8.2036, 7.6714]"
11,5,0.955414,0.575,0.18125,0.05625,"[18.8144, 11.9747, 10.0837, 9.4893, 8.154]"
12,5,0.958042,0.618056,0.152778,0.055556,"[24.1804, 10.8319, 10.5596, 9.6289, 8.6526]"
13,5,0.942446,0.595745,0.148936,0.06383,"[30.5636, 11.5775, 7.9377, 7.1012, 6.1069]"
14,5,0.950355,0.57931,0.165517,0.062069,"[24.1804, 11.9545, 9.7791, 7.9608, 7.0269]"
15,5,0.952055,0.594595,0.148649,0.101351,"[24.1804, 13.4355, 8.9667, 8.1797, 7.8528]"
16,5,0.944828,0.597315,0.161074,0.073826,"[24.1804, 8.6698, 8.8787, 7.5769, 6.5706]"
17,5,0.972222,0.634483,0.144828,0.062069,"[30.5636, 13.8586, 9.6437, 9.3311, 8.1277]"
18,5,0.96988,0.576471,0.123529,0.082353,"[24.1804, 12.3397, 9.3996, 8.3197, 7.6537]"
19,5,0.918919,0.583893,0.147651,0.073826,"[30.5636, 10.8791, 8.4584, 8.3159, 7.2685]"
20,5,0.966216,0.62,0.153333,0.086667,"[15.0737, 8.7832, 8.3847, 7.3756, 6.7299]"
21,5,0.960452,0.547486,0.167598,0.089385,"[12.529, 10.1253, 8.3552, 7.6967, 6.0254]"
22,5,0.946667,0.585526,0.131579,0.085526,"[24.1804, 12.4434, 8.9044, 7.5391, 6.8282]"
23,5,0.959459,0.597315,0.134228,0.073826,"[24.1804, 12.4856, 9.2491, 7.8574, 7.3662]"
24,5,0.928105,0.535032,0.152866,0.089172,"[10.3493, 8.1882, 7.6362, 6.1216, 5.584]"
25,5,0.955556,0.576087,0.152174,0.054348,"[14.5895, 10.9289, 8.7552, 7.7781, 7.4276]"
26,5,0.947368,0.614815,0.125926,0.059259,"[30.5636, 12.0368, 10.6095, 8.3469, 7.5607]"
27,5,0.939597,0.545455,0.149351,0.084416,"[11.5392, 9.3333, 7.4757, 6.529, 6.2866]"
28,5,0.934641,0.580645,0.16129,0.070968,"[24.1804, 11.3331, 10.8168, 8.8387, 7.6847]"
29,5,0.928571,0.565217,0.157609,0.076087,"[12.2219, 8.9187, 7.457, 7.1049, 6.6225]"
