text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,6,0.962687,0.723077,0.184615,0.107692,"[41.6833, 17.1176, 14.0511, 12.5983, 11.0042, 9.8054]"
1,6,0.958333,0.697183,0.176056,0.070423,"[26.0514, 19.9689, 14.0398, 12.3068, 10.5333, 9.7579]"
2,6,0.949367,0.632258,0.16129,0.070968,"[13.9502, 11.6865, 9.6187, 8.1658, 7.3716, 7.1527]"
3,6,0.954545,0.638158,0.164474,0.072368,"[24.7909, 20.8903, 14.7929, 14.0104, 12.3106, 9.6132]"
4,7,0.955128,0.668831,0.175325,0.045455,"[32.381, 19.4071, 13.637, 10.4854, 8.7661, 7.778, 7.8432]"
5,7,0.94375,0.64375,0.14375,0.06875,"[32.3772, 15.1814, 9.3111, 9.3736, 7.35, 7.2348, 6.9668]"
6,6,0.974576,0.70339,0.161017,0.067797,"[28.3338, 18.0567, 13.6233, 12.2269, 11.2141, 9.4522]"
7,6,0.94958,0.666667,0.158333,0.083333,"[32.3772, 19.0247, 11.452, 9.0159, 8.2918, 7.5975]"
8,7,0.981132,0.673077,0.147436,0.064103,"[47.0791, 16.7717, 13.0235, 9.6541, 7.787, 7.0634, 6.7752]"
9,6,0.948718,0.692308,0.153846,0.076923,"[27.948, 17.9059, 12.0608, 11.5724, 10.6483, 9.0262]"
10,7,0.960938,0.689922,0.162791,0.054264,"[184.1899, 42.4068, 24.1163, 15.6963, 12.6446, 11.6895, 10.7591]"
11,6,0.951724,0.664336,0.160839,0.076923,"[25.7214, 18.8435, 12.6726, 11.5598, 9.9491, 9.543]"
12,6,0.94709,0.629032,0.139785,0.091398,"[18.2513, 16.0721, 10.442, 8.9272, 8.1823, 7.2662]"
13,6,0.947826,0.713043,0.147826,0.095652,"[25.3829, 14.4726, 10.6476, 8.7832, 8.2613, 7.4905]"
14,6,0.930556,0.633803,0.140845,0.084507,"[17.155, 23.3889, 14.2341, 12.5194, 11.082, 9.6001]"
15,6,0.958904,0.6875,0.173611,0.0625,"[20.7687, 14.5225, 12.66, 11.2809, 10.0197, 9.7037]"
16,6,0.964789,0.64539,0.134752,0.099291,"[21.8177, 9.0178, 7.6887, 6.9858, 6.6712, 6.5046]"
17,7,0.965714,0.645349,0.168605,0.05814,"[21.3784, 10.6132, 9.2168, 8.8694, 7.7534, 7.1973, 6.9742]"
18,6,0.97479,0.7,0.158333,0.091667,"[25.3829, 18.2957, 12.6097, 11.0775, 10.1698, 10.0742]"
19,5,0.955357,0.707965,0.141593,0.079646,"[25.3829, 14.877, 10.6621, 9.5093, 8.2391]"
20,5,0.992806,0.693431,0.189781,0.072993,"[34.5914, 16.2103, 14.3572, 12.366, 10.724]"
21,7,0.967033,0.616667,0.133333,0.083333,"[48.0166, 21.4987, 17.0939, 13.2822, 10.66, 9.6843, 8.5769]"
22,6,0.964286,0.723214,0.160714,0.089286,"[31.8135, 16.3211, 11.5363, 9.3462, 8.7244, 7.9499]"
23,6,0.96875,0.651899,0.170886,0.06962,"[19.1126, 13.6605, 9.9671, 8.629, 7.9917, 7.9903]"
24,6,0.944444,0.697248,0.119266,0.091743,"[19.4856, 14.26, 11.4604, 9.9602, 9.1209, 8.1563]"
25,6,0.964497,0.620482,0.150602,0.060241,"[20.7923, 14.1019, 10.818, 9.8448, 8.7964, 7.7229]"
26,5,0.971963,0.694444,0.175926,0.074074,"[25.7343, 14.4912, 11.8808, 11.3668, 9.3084]"
27,6,0.942675,0.63871,0.167742,0.070968,"[13.8788, 11.8352, 9.6066, 8.6099, 7.9334, 7.5588]"
28,6,0.939024,0.611111,0.185185,0.092593,"[16.8479, 12.5237, 10.8432, 8.7698, 8.083, 7.7424]"
29,7,0.947674,0.626437,0.149425,0.091954,"[77.6402, 22.9679, 12.3496, 10.9795, 8.9782, 8.0915, 7.1185]"
