text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,6,9.8054,11.9934,13.5499,11.3086,2.1879,3.7444,1.5032,0.223132,0.381874,0.153299
1,6,9.7579,12.0908,12.1334,11.0107,2.3329,2.3755,1.2528,0.239082,0.243446,0.128393
2,6,7.1527,9.4207,9.9873,8.2795,2.268,2.8345,1.1268,0.317085,0.396289,0.157532
3,6,9.6132,12.6287,12.8757,11.6323,3.0155,3.2625,2.019,0.313682,0.339375,0.210027
4,7,7.8432,9.1462,9.63,8.6151,1.3029,1.7868,0.7719,0.166123,0.227811,0.098417
5,7,6.9668,8.4014,9.7202,7.7938,1.4346,2.7534,0.827,0.205917,0.395221,0.118707
6,6,9.4522,12.0403,12.0602,11.1287,2.5881,2.608,1.6766,0.273807,0.275917,0.177372
7,6,7.5975,9.734,10.6365,8.9118,2.1365,3.039,1.3143,0.281205,0.400006,0.172985
8,7,6.7752,9.3455,9.9688,7.684,2.5703,3.1936,0.9088,0.379369,0.471361,0.134131
9,6,9.0262,12.2609,11.1536,10.6771,3.2348,2.1275,1.6509,0.358377,0.235699,0.182904
10,7,10.7591,11.7256,12.5387,12.2425,0.9665,1.7796,1.4834,0.089835,0.165405,0.137875
11,6,9.543,11.5364,11.4899,10.8703,1.9934,1.9469,1.3274,0.208888,0.204017,0.139092
12,6,7.2662,9.8508,10.2344,8.5546,2.5847,2.9683,1.2884,0.35571,0.408502,0.177321
13,6,7.4905,10.0768,11.7063,8.9196,2.5863,4.2159,1.4291,0.345279,0.56283,0.19079
14,6,9.6001,11.8279,11.9574,11.2472,2.2278,2.3573,1.6472,0.232063,0.245551,0.171578
15,6,9.7037,11.4994,11.6217,10.9085,1.7956,1.918,1.2047,0.185045,0.197652,0.124149
16,6,6.5046,9.4621,9.2402,7.7297,2.9575,2.7356,1.2251,0.454682,0.420568,0.188342
17,7,6.9742,8.6419,8.8334,7.7654,1.6676,1.8592,0.7912,0.239109,0.266577,0.113441
18,6,10.0742,13.4587,14.8529,12.0558,3.3845,4.7787,1.9817,0.335963,0.474352,0.196709
19,5,8.2391,11.3226,10.8708,10.0842,3.0834,2.6317,1.8451,0.374242,0.319409,0.223943
20,5,10.724,13.0541,11.8759,12.4619,2.3301,1.1519,1.7379,0.217277,0.107415,0.162061
21,7,8.5769,9.6475,9.6318,9.5654,1.0706,1.0549,0.9886,0.124828,0.122996,0.115259
22,6,7.9499,10.3592,12.0703,9.454,2.4093,4.1204,1.5041,0.303056,0.518302,0.189198
23,6,7.9903,9.1569,10.1074,9.2333,1.1667,2.1172,1.2431,0.146013,0.26497,0.155576
24,6,8.1563,11.8442,11.2321,9.5382,3.6878,3.0758,1.3819,0.452145,0.377108,0.16943
25,6,7.7229,9.3936,11.1316,8.6811,1.6707,3.4087,0.9582,0.216328,0.441369,0.124071
26,5,9.3084,11.8136,10.6596,11.7578,2.5052,1.3512,2.4493,0.269133,0.145162,0.263132
27,6,7.5588,9.9008,9.7477,8.7785,2.342,2.1889,1.2197,0.309845,0.289586,0.161363
28,6,7.7424,10.5814,9.2828,9.1943,2.839,1.5404,1.4519,0.366678,0.198954,0.18752
29,7,7.1185,8.8598,9.8463,8.1854,1.7413,2.7277,1.0669,0.244609,0.383186,0.149872
